tsne,tsne,tsne3d,tsne3d,tsne3d,y
-55.960518,34.899036,-18.996338,3.6041727,-17.44567,1
27.913342,-85.34377,19.131475,-31.536722,6.082679,4
5.9656596,-30.546652,0.7442147,-17.102612,-16.457401,4
58.972298,-35.06128,9.528809,0.67450297,-17.979284,6
72.39409,42.56493,24.935143,24.333858,-6.7572,0
32.6446,-64.90163,17.910564,-28.887413,-3.3631105,4
34.99371,-28.166498,-1.6711706,2.2846458,-10.664283,5
64.61019,-33.44826,15.064139,-0.9843723,-17.053278,6
-79.28795,27.135231,-28.360186,14.548888,-11.249062,1
85.32501,13.0758705,31.312744,1.7676111,4.7444057,0
53.94821,33.35852,15.687998,9.442426,-4.528958,0
-89.76258,6.6563983,-16.180513,16.950829,1.4666269,1
-65.16364,-23.912098,-22.258404,-18.45229,-8.197353,7
-94.264046,14.596123,-23.287872,19.538658,1.7267278,1
73.70017,-34.57807,15.904893,-3.5902908,-18.573034,6
10.223927,41.52777,2.3309956,14.304812,20.659452,3
57.93827,43.200146,18.240133,18.448206,-3.4782257,0
-34.68873,44.403988,-11.544488,21.299404,-2.4027567,2
-65.32268,28.443419,-17.772404,-2.4919882,-8.145096,1
-64.20899,31.465736,-18.291157,4.2429276,-10.244958,1
-63.478394,-22.748621,-23.147963,-15.569157,-11.657628,7
57.482758,22.775938,15.505062,11.92907,1.983512,9
58.076977,44.29563,18.276064,21.146526,-4.330165,0
-12.384814,78.53503,5.6621046,26.440456,-11.414843,2
72.43992,-32.632095,21.757446,-0.8821686,-17.93465,6
-51.674767,-50.928745,-24.667894,-13.888481,10.755451,7
-24.327848,20.53598,-5.9228954,5.3856187,6.928002,8
22.687199,33.122715,8.11733,9.556018,25.373005,3
-16.047579,-23.928179,-7.3994412,-26.306498,-9.949572,9
70.677925,16.930494,24.478487,7.1177015,6.516533,0
19.478487,-36.03806,4.5219736,-27.139534,-16.006128,4
70.66371,-34.293686,20.429594,-1.4068911,-18.242981,6
-70.72253,-26.796923,-25.75351,-23.618479,-3.601614,7
16.505974,-71.96432,12.903071,-21.875572,2.895402,4
71.926895,-34.64272,15.705667,0.17355183,-15.567453,6
-21.629406,10.027293,-13.115302,0.661012,8.405781,8
56.748272,40.676247,18.119581,15.409737,-3.9880674,0
-47.796627,-34.164944,-19.555922,-11.462325,2.428159,7
-25.362926,8.117975,-9.003184,2.0354269,6.790648,8
10.791898,43.36057,2.5028026,15.859616,20.745466,3
-54.89791,20.287842,-22.467728,-3.3956077,-10.937161,1
22.408068,-7.013595,2.6119668,-5.869603,3.1165717,5
-74.93144,-47.329254,-24.170212,-24.915503,1.1095794,7
-97.617294,10.815205,-25.026594,19.784071,4.125614,1
-59.264145,-34.346786,-21.808096,-17.707106,1.4981071,7
-105.05238,-5.431475,-22.274168,18.054707,13.266253,1
-68.78109,28.577343,-20.270277,6.9903965,-12.617332,1
60.796947,-24.007242,11.547276,-7.6232376,-12.922832,6
20.084015,73.1213,6.210624,23.492233,12.584937,3
88.24408,13.893124,30.675755,0.83386856,0.29600838,0
-50.642067,64.50547,-12.428951,13.6501,-14.206276,2
-20.881945,-84.57103,6.9044895,-16.880398,16.564352,9
5.6065903,62.702248,-2.3375516,29.55989,17.815023,3
-74.50925,-2.1961882,-28.959848,8.638692,2.1407964,1
-63.800278,38.983536,-16.6892,8.49258,-15.556707,1
89.5576,27.093351,30.162973,7.510153,-3.2475853,0
15.07129,-39.418766,3.5411217,-23.514927,-13.573311,4
-15.688801,-51.893684,-4.5136466,-26.384542,7.8201675,9
-22.750347,50.828335,-10.0349455,30.007114,1.445109,2
63.308628,27.8589,21.560534,15.181157,3.7556913,0
73.775795,49.71828,26.884993,15.729114,-7.3736997,0
-51.188927,-40.326393,-31.552326,-12.2224245,3.3076596,2
86.3359,22.517708,28.300663,7.0949025,-0.7349767,0
-32.91925,55.3046,-9.306305,27.134174,-8.212008,2
-66.54433,-19.355114,-27.098501,-20.82886,-6.7394533,7
-93.06125,22.302399,-27.178038,19.463446,-3.199931,1
-21.044468,18.889585,-7.780489,4.7372546,10.477049,8
57.964233,-21.674683,7.6397014,-6.879844,-13.950377,6
16.544785,-33.18396,3.272923,-23.890316,-19.392672,4
-79.86684,10.901529,-22.172358,10.159744,2.4600163,1
62.673733,-44.19223,14.382065,-2.0716767,-20.879972,6
5.1538587,45.479782,-1.7053831,17.80837,20.405863,3
14.547266,-32.037895,1.1794782,-22.017113,-18.008335,4
19.415977,28.702095,5.290339,10.684652,8.460073,5
-30.308878,-36.013264,-6.788122,-14.8947935,-4.617709,9
-106.15952,-10.326782,-18.032677,17.867773,16.76756,1
12.358273,72.99254,0.75270593,24.417404,9.128002,3
13.514162,37.164597,2.1084862,13.416621,25.701994,3
-27.266153,18.981047,-13.875835,7.3070335,6.200093,8
46.691284,7.4993014,12.044655,5.9584527,7.810479,5
8.4146,-39.72347,5.970009,-18.150505,-13.637029,4
-45.03871,-19.593124,-27.163092,-5.695527,-0.72019887,7
-56.82097,-7.6484,-23.191883,-15.229049,-12.073543,7
6.7524366,-51.15765,2.0020838,-18.376045,-4.313858,4
-48.97955,61.07203,-10.47964,14.655384,-10.937536,2
1.7662015,7.5361733,-7.3626904,-2.2980735,22.444788,8
33.31233,-24.24797,0.61488247,0.7162646,-9.199333,5
-24.87419,10.051137,-6.198917,7.095609,9.177367,8
78.9202,-36.228706,16.239908,-7.9848304,-18.769096,6
-40.694473,-18.76656,-16.830278,-3.8880954,0.9886518,7
18.75978,47.060818,4.2376094,20.29544,26.498524,3
-1.6296917,-58.08515,12.448106,-9.701742,-2.737989,4
76.1827,-43.0587,21.988173,-4.5943966,-22.4338,6
-87.4228,20.0247,-22.89436,14.979992,-3.7357183,1
-28.854069,-25.694742,-8.310316,-15.430439,-10.694378,9
-33.011505,-67.53632,-10.934465,-18.294415,7.6039577,9
65.963684,-45.765533,16.462006,-1.3249142,-27.569582,6
87.73116,34.98077,33.956074,9.95639,-2.9245903,0
11.584383,73.10109,0.97117007,25.484934,9.537106,3
-54.67009,-79.83784,-16.815113,-21.333574,19.843122,7
-21.652117,50.92649,-2.2840674,15.166412,-5.783276,2
-1.5843507,7.180582,-11.104826,-1.9835575,22.843792,8
-22.124718,49.63145,-7.970845,28.533978,2.069701,2
-21.772278,-61.2711,-5.231089,-19.618448,7.1859922,9
5.6013064,-30.176718,0.7264291,-16.651705,-16.749474,4
22.800648,-79.136475,14.85585,-27.786417,4.098134,4
67.65564,-39.843666,17.010675,-1.4702158,-19.117374,6
8.271427,-42.526707,7.349892,-19.044668,-12.057926,4
-15.08751,-25.761282,-9.236907,-24.177362,-5.8988376,9
-47.22675,-22.329733,-29.938831,-6.6298966,0.8730215,7
56.31964,40.972996,17.531696,15.697021,-4.1233773,0
-24.8138,-65.74423,-4.0340123,-19.221163,11.57788,9
-21.881649,50.91911,-2.2782822,15.255103,-5.7638645,2
-64.05619,-60.68753,-17.479757,-21.533655,8.986766,9
40.64945,-24.538958,-0.7548237,5.147805,-9.884327,5
-69.7979,-0.98253167,-29.68137,4.594242,1.4556805,1
35.14467,-22.33063,2.6526823,2.5195258,-8.91083,5
-27.455753,-60.611816,-3.430566,-15.007038,7.5016994,9
-67.87931,23.728998,-18.841173,2.5751498,-7.314058,1
-13.873087,90.313095,8.789562,24.14082,-21.756075,2
3.2361577,66.88885,-0.9185184,29.395964,13.7223015,3
-81.89133,26.910152,-11.20833,15.518378,-0.85130674,2
1.7067498,67.52637,-2.4046555,29.288963,13.271375,3
42.42032,22.41876,13.2428665,7.435409,13.627698,5
-18.315256,-33.496574,-12.53859,-24.629875,-1.8259637,9
-101.52857,-1.4913181,-22.057066,18.543623,9.073764,1
-70.92091,-27.00575,-25.929243,-23.631273,-3.3751688,7
91.88678,-26.608023,15.833127,-11.760887,-10.359206,6
-39.02815,52.31821,-14.687891,26.136518,-3.7853305,2
-2.9440572,0.27948904,-7.5286407,-5.450405,18.318193,8
-46.349716,60.043045,-12.347752,16.758307,-11.531873,2
-38.28666,55.393,-14.084946,24.414787,-11.054328,2
33.224213,-24.47663,0.383895,0.6193015,-9.413392,5
59.360897,29.662273,19.997631,16.31556,0.79017043,0
-70.572205,-26.642757,-25.616217,-23.644234,-3.7519426,7
19.467142,-68.665245,13.272519,-25.15226,0.18823496,4
-26.580036,-22.893023,-10.916598,-18.17046,-10.300156,9
-54.762512,-72.79675,-17.89081,-19.152994,16.68716,7
-31.67312,14.032783,-7.829002,6.9177346,3.9420488,8
31.01554,50.48457,9.983584,15.180981,21.35746,3
-46.17865,77.248085,-4.6824822,13.626895,-14.131222,2
-98.45956,-2.7199984,-21.916603,15.659847,9.553863,1
-47.313118,25.66538,-15.457325,-1.9658251,-13.733487,1
-21.984453,17.376919,-7.407405,4.573131,8.598989,8
1.8232512,67.46201,-2.355093,29.256514,13.306445,3
81.57174,-34.579998,16.390533,-10.264442,-16.476088,6
-59.43409,39.625504,-15.907426,6.3153257,-17.306763,1
81.70323,24.43652,32.849773,6.851917,6.134416,0
5.728683,74.27627,2.3139143,30.473965,9.734772,3
-75.86775,12.649723,-22.866917,8.257994,-2.1303892,1
84.629425,16.091408,29.03782,3.799241,2.6659052,0
63.914127,19.195225,21.332273,10.649148,8.692964,0
-75.38186,13.31912,-23.230082,10.255767,-3.1855967,1
-86.053215,-14.958679,-26.958403,6.557325,12.930658,7
-32.912968,78.86453,-2.0422125,18.639252,-18.816721,2
-55.24161,-67.84083,-22.377075,-18.106207,14.370075,7
19.68745,72.18625,5.2374187,22.689726,12.411269,3
54.87479,20.489906,14.129419,8.868758,-0.008326248,0
12.912509,-60.287006,12.4053,-21.259876,-5.3847337,4
85.664856,-21.226807,17.043924,-8.264898,-9.681173,6
43.486187,-4.8216643,8.090745,5.6255703,0.586009,5
-20.383522,45.161976,-5.3068523,23.572447,2.4030848,2
77.58202,-18.718966,25.072756,-4.4374847,-14.806104,6
27.593166,-82.90666,19.280197,-29.951456,4.667698,4
-65.1259,-32.825073,-21.359192,-20.393082,-1.8275697,7
-41.67487,-26.539639,-17.533998,-10.289338,-6.707751,1
-21.917301,26.23456,-5.6348224,10.818095,6.705841,8
-25.518995,-70.81721,-4.0483804,-16.138994,14.331951,9
-26.470953,-41.03886,-7.8659644,-17.078533,-3.2488246,9
14.1286955,1.7088469,3.2652338,-9.450841,9.597769,3
80.96363,14.950942,28.342249,3.4989223,5.907694,0
-55.486874,-22.78112,-24.988905,-14.563759,-4.8609486,7
-83.55365,19.522385,-21.114977,13.404091,-4.1016235,1
49.65466,29.9008,12.243077,13.3032875,-0.31247497,0
-29.052917,85.30259,5.90343,21.585302,-21.751541,2
52.75439,25.583778,13.949372,17.573896,1.9964844,0
16.740051,73.631096,3.8349013,23.552076,10.524179,3
28.522469,-9.981806,2.4958797,-1.2810698,-0.7259723,5
14.283955,-57.870163,9.112152,-22.345037,-3.9248252,4
68.24211,-19.277222,20.141739,-1.1745603,-11.2141905,6
40.790585,-13.529864,7.930647,4.666821,-6.921245,5
-11.630582,17.357079,-13.100649,6.271172,18.508436,8
80.795616,-11.050822,29.531755,-6.0683823,-7.7110667,6
30.378782,74.61682,11.06715,24.605915,12.666625,3
-65.2738,-38.071815,-21.428114,-20.024391,0.52738345,7
35.243195,17.488447,11.2693205,-0.30719846,14.719804,5
-28.929743,12.086808,-4.85585,5.799334,5.5438304,8
78.68254,10.164659,30.382246,2.6265213,9.58564,0
-27.251373,-40.5699,-8.537547,-16.326168,-2.8576255,9
-99.9553,-6.4581604,-20.63395,15.358553,11.804337,1
87.45847,16.683273,31.134966,3.8660378,2.2151144,0
29.610836,35.59186,7.641646,7.978809,30.937017,3
-75.85555,13.781293,-22.174139,7.992403,-3.357766,1
-44.01992,55.947414,-10.693868,19.111425,-8.922684,2
-18.425722,93.42569,9.176585,20.12822,-19.536884,2
33.756706,58.215607,12.099867,14.293348,13.95576,3
13.00278,73.18891,1.2990242,24.31858,9.083509,3
50.541866,-52.192024,5.655913,1.3362986,-27.05451,6
13.946216,-42.539886,8.37489,-22.170343,-12.794,4
-42.092712,-34.066628,-24.69361,-9.415795,0.39961907,7
44.520332,-14.114182,5.041152,7.843558,-5.1293287,5
94.94423,34.23253,34.344505,5.1758566,-5.6610007,0
74.56971,-44.907833,23.41656,-4.026632,-21.853817,6
62.486023,-61.005905,12.585595,-1.216314,-32.01855,2
-66.077644,-37.603477,-22.300335,-20.28712,0.14906809,7
-12.371852,-89.43965,5.0738006,-20.312355,18.139135,9
-30.228004,8.870577,-4.809648,3.1022937,4.9776473,8
39.73416,14.388063,7.4726615,4.337884,16.070845,5
-23.581755,-45.4931,-8.632637,-17.006868,0.4018603,9
-50.72972,-1.4021972,-7.711127,11.355723,-10.642512,2
-77.77451,31.153284,-20.803705,12.94741,-9.758396,1
-89.78391,25.766157,-24.82877,18.910585,-5.4227896,1
4.5776577,-45.417274,8.027617,-16.834461,-9.71264,4
25.752064,-53.512444,5.237353,-30.378336,-3.9655817,4
40.856106,-13.601667,7.8978224,4.7196198,-6.957365,5
51.779877,-48.108524,8.897145,2.5502453,-23.86246,6
16.213478,-55.05616,8.590702,-22.276,-12.713573,4
-66.3373,4.4533486,-28.126371,5.159957,-2.5484817,1
-19.484015,90.82678,7.5833516,21.228971,-19.107925,2
48.880924,11.274374,9.50112,13.430058,4.7258263,5
4.202136,64.88528,-1.5282954,27.091896,15.770898,3
-21.604652,-35.719852,-4.3224144,-20.942421,-3.2107868,9
19.321196,74.59442,5.698946,24.556908,11.031583,3
-24.137085,-83.93358,2.69176,-16.942604,20.10039,9
86.0729,21.229347,27.759895,6.578077,1.5972277,0
33.623314,25.021313,15.067828,1.3820819,17.245779,5
-28.043169,-41.179237,-8.1585,-16.050636,-2.1749554,9
64.98361,-37.49659,14.804079,2.054039,-19.200836,6
43.062923,-21.087954,2.8345976,7.8085628,-7.7623057,5
-50.52266,-51.806656,-22.520315,-11.235779,8.098749,7
4.955231,-45.496883,8.311749,-17.0174,-9.987898,4
-72.09002,18.251394,-27.047874,7.603455,-7.742183,1
17.561739,70.04637,2.652215,20.26914,8.665886,3
-2.554745,-50.40858,13.28383,-16.500767,-6.6764255,4
70.26512,27.692286,24.347046,12.259268,-0.63486075,0
26.865932,-87.39482,17.425673,-32.078403,7.777649,4
-33.813953,17.096664,-8.389146,9.029164,3.649729,8
66.45673,26.00424,23.63259,11.633613,2.4483979,0
14.252705,-42.3634,8.233728,-22.339678,-12.904769,4
22.946733,40.73784,5.4740515,14.029614,25.535192,3
80.13335,-23.688072,24.451603,-5.9342976,-16.19081,6
-11.832997,13.246883,-14.3384285,3.6124477,15.987432,8
-63.01777,-30.134531,-20.21941,-19.371302,-3.494445,7
67.081726,-46.36896,18.76836,-2.1730926,-27.038176,6
67.69717,41.618526,23.608158,13.531818,-4.316539,0
-35.10428,-61.024372,-10.344753,-13.743324,11.620504,9
-59.345543,-23.384512,-23.108112,-16.243649,-6.841201,7
33.564903,31.42802,18.957159,2.2906504,19.722136,5
-52.646317,-30.168158,-22.763678,-14.105111,-2.7062302,7
-22.89393,86.41307,5.6261926,20.27586,-17.979519,2
-73.90686,37.24957,-21.531427,11.715071,-14.063391,1
-75.412224,-2.9649775,-29.204796,7.992481,2.8650203,1
76.254585,-24.778034,24.146782,-4.045692,-21.329376,6
-2.15247,12.498175,-3.6410685,-1.830972,20.433819,8
-26.48903,-36.001995,-9.36958,-18.156202,-2.1827335,9
27.307854,-65.03808,15.901795,-25.414263,-2.0543618,4
-60.38873,29.486149,-19.861391,3.7214937,-12.71009,1
33.694443,24.880245,14.562763,1.3635006,17.161375,5
-20.26661,91.25505,7.578586,20.890795,-20.070488,2
-45.946884,68.76303,-7.8158216,15.244706,-13.77945,2
-21.832985,-23.627771,-8.710462,-20.649866,-11.467075,9
55.37872,35.50107,17.093313,12.574374,-1.2208599,0
16.105614,73.66096,3.3414762,23.463497,9.983949,3
-11.731255,-81.652466,-0.86351967,-23.781239,18.50657,9
80.42207,-13.836136,27.49602,-9.667016,-15.704583,6
-43.061935,-50.169712,-25.924728,-4.595826,13.125629,7
-25.165627,87.67191,6.0972733,18.981459,-17.848955,2
61.112362,31.109015,20.71734,18.03412,1.746564,0
14.194224,74.90012,2.8630621,23.986977,7.1342335,3
27.295425,2.3636448,11.795582,-4.47163,2.9369583,5
13.846838,-43.598473,8.469198,-22.85091,-12.229587,4
30.767265,61.22517,11.770514,14.952765,11.503583,3
77.74416,-41.780178,17.548449,-8.611248,-22.543587,6
32.97586,9.552834,9.165537,-3.2983437,8.610213,5
-1.8300658,21.986235,-2.3169093,-1.2006283,15.724636,8
-6.265856,-81.75287,4.020421,-27.77364,14.681263,9
44.410503,-14.66482,4.8069334,7.7461843,-5.896932,5
5.735278,-51.760513,5.7319713,-18.167746,-3.271972,4
-66.27935,-30.717958,-22.718435,-19.927286,-3.6583343,7
16.173618,-57.307056,11.23813,-24.38864,-6.5279694,4
-29.5322,89.0885,6.7810454,19.822077,-20.20801,2
-27.7344,-63.39552,-11.513985,-16.82618,11.167802,7
19.121254,75.77298,5.587422,26.574106,11.317212,3
2.044793,-54.36286,5.129666,-15.30844,-1.7172004,4
-33.971542,17.177921,-8.242044,8.974146,3.8652513,8
-20.673927,-74.07456,-0.7071593,-17.253887,13.178748,9
-60.191685,29.604588,-19.540884,3.5295687,-12.606769,1
-7.4144263,38.007008,-10.454493,-12.393262,-4.2967176,9
-19.544846,90.994484,7.915718,21.22574,-19.157484,2
-12.251948,19.450832,-9.402545,6.8642774,16.90004,8
-69.18878,-39.056156,-30.673603,-16.818998,-1.5006593,7
-15.156842,-66.28487,-0.4700365,-23.613493,8.660308,9
-58.634914,31.161472,-18.55133,3.0189884,-13.08712,1
9.958091,22.830221,4.6836476,1.2526518,20.2388,8
-59.05392,-27.976831,-28.622774,-10.024103,-3.3963156,7
-29.614439,-58.304832,0.3848464,-13.603559,4.896126,4
-60.655304,40.111313,-15.924075,7.5733223,-17.941229,1
6.617005,46.61546,-1.7914199,17.263794,22.682611,3
-62.818157,31.350834,-18.370901,4.5523624,-11.147308,1
-103.59009,-1.6538373,-22.103165,19.604326,10.302136,1
73.1808,33.404316,27.012602,15.87267,5.7899823,0
-42.028122,50.03571,-12.315362,19.965908,-5.10375,2
4.525091,65.14267,-1.3048873,27.102724,15.32461,3
-15.28907,-57.74145,-3.1374235,-23.114267,4.3356924,9
5.55456,-37.166195,3.960631,-15.837053,-12.318939,4
-16.344494,-56.271755,-2.0093224,-23.081928,1.484833,9
-25.679953,83.88055,3.6971958,19.4292,-16.028294,2
-93.334366,15.4309435,-22.72889,19.460487,0.51759887,1
75.904144,-24.03123,24.637896,-3.8000112,-21.015373,6
-25.930393,23.744135,-9.147667,11.860099,12.550079,8
17.249092,-53.003113,7.4277043,-23.332767,-7.467152,4
-68.01703,-5.2528915,-22.270302,-2.473583,3.4411724,7
-69.14497,-44.832085,-21.116926,-23.246212,3.6271877,7
8.374957,-55.913593,5.199788,-22.394085,1.1505264,4
12.674002,-44.638115,5.645249,-22.17671,-11.148891,4
-16.733486,-70.19079,0.29692158,-20.69228,10.99598,9
-29.419815,89.30645,7.0285244,19.757463,-20.192518,2
15.586886,3.1905017,3.8491602,-1.476308,6.862325,5
-66.62963,-30.138868,-22.176899,-21.133747,-4.2252192,7
-28.666895,66.72499,-4.9660273,26.449135,-13.761971,2
7.2907977,-35.619118,3.796583,-18.058924,-14.1000805,4
27.704794,-72.07079,16.5278,-29.618807,2.5320535,4
-30.59554,85.08124,2.5472627,16.651037,-15.1177,2
-95.514854,5.183738,-21.537647,16.29663,4.65409,1
-14.090079,-29.325155,-11.711102,-26.269716,-3.017811,9
-39.228615,-64.80942,-23.129808,-3.4376922,15.06978,7
-30.919817,89.11736,4.353204,18.098976,-20.780552,2
16.133173,14.878086,1.2865665,-2.3667784,28.78034,8
-56.437153,-26.809444,-24.397383,-16.121973,-3.035786,7
54.429966,-39.819904,10.770192,-8.327427,-23.146708,6
-23.026869,-30.896034,-6.167155,-19.326536,-6.960799,9
-30.754562,47.87533,-8.241188,25.330645,-3.9408102,2
-33.805496,92.113075,5.4461164,18.057898,-23.2732,2
19.151514,41.46874,2.4694114,17.40165,28.682726,3
-35.523064,10.842074,-9.355508,4.459488,1.7875682,8
-100.59481,0.17501436,-25.366446,17.878483,9.197034,1
74.67819,-44.993942,23.604506,-3.9728503,-21.941935,6
35.910313,3.3005242,4.0739117,4.7163954,11.18811,5
-60.699448,41.248726,-17.058895,7.7981434,-18.738104,1
-86.80007,-7.5492125,-27.65593,13.192833,7.389107,1
71.60881,47.194225,25.380201,13.273638,-5.779726,0
-31.21506,65.65611,-4.907177,23.675692,-10.856596,2
76.99926,-46.241756,15.217296,-7.876461,-24.784513,6
19.578016,-54.642586,8.129476,-26.853294,-6.8075686,4
44.489986,-12.539724,5.4513264,7.3642592,-3.0702755,5
18.25284,45.342857,4.1737213,18.485384,25.995598,8
19.081734,75.58735,5.4524894,26.270191,11.514897,3
-99.95896,-2.1509473,-24.571627,17.229273,11.1426735,1
44.26975,-12.626946,5.79414,7.324076,-3.0198727,5
-73.50811,3.5050595,-32.41854,6.252901,-0.80401784,1
-21.73851,-23.514343,-8.864421,-20.999554,-11.095774,9
-35.94818,56.757256,-12.301362,26.338741,-9.217656,2
-59.27051,-23.222391,-23.204447,-16.183325,-6.8958793,7
-2.4753082,-40.816685,-0.6605653,-15.492758,-6.235708,4
14.0821905,-41.620056,7.6555614,-21.706278,-12.649169,4
-1.8960388,-63.027256,14.778046,-14.343405,-1.8389896,4
-36.052513,8.123925,-10.061796,3.0377395,-0.10075429,8
-67.92343,20.137053,-21.029692,5.588878,-7.491746,1
38.91028,-26.510813,1.7906021,4.6845155,-11.840605,5
37.3142,-27.766487,-2.2805586,5.7658525,-11.321874,8
-19.644867,-29.874279,-11.428176,-20.186104,-5.0704274,9
31.829405,-2.0954716,5.079691,0.06823811,3.7873018,5
73.6394,-42.507736,21.821394,-4.9229665,-21.736757,6
-42.71463,-37.749664,-21.75888,-8.0224285,2.4738488,7
-25.054438,-23.459503,-11.797338,-18.655977,-8.979622,9
-27.53463,-79.45603,2.0417123,-13.630571,14.706784,9
6.2174106,74.478,3.5601382,29.915012,9.4286995,3
-64.04863,-68.86468,-22.045946,-23.38447,12.697325,7
88.91302,44.986675,24.463331,10.378266,-7.08191,0
-23.438145,-74.66283,-1.759799,-16.541836,14.455557,9
86.27871,21.549175,28.103415,6.666816,1.3195271,0
56.46847,-31.369097,8.164843,-3.8351595,-16.168037,6
76.39322,-37.419712,22.116232,-6.069107,-20.00479,6
-17.872015,74.69437,3.0877168,25.828112,-14.373675,2
17.094168,72.90559,4.3192887,22.33652,9.887793,3
-9.981435,-83.72508,5.9135485,-25.777153,16.337578,9
87.39246,23.853424,30.687532,6.841859,-0.82989347,0
-61.82113,-61.506863,-15.85677,-20.708702,9.95111,7
43.185135,-20.850172,3.4355245,7.828984,-7.975115,5
14.85589,-67.79196,9.611167,-23.59571,0.4660305,4
-39.005104,12.618587,-6.893888,7.3751955,-0.20589815,8
80.0838,12.624137,26.993753,2.336137,2.3885565,0
-31.232079,-32.370354,-9.923302,-15.300314,-4.1617417,9
12.748129,-57.886486,10.462317,-21.243351,-6.8792934,4
-61.178997,41.325024,-17.093838,8.03433,-18.462774,1
-102.624344,-12.254171,-15.683252,19.308004,13.7427635,2
-29.492521,10.57581,-5.802947,4.8615766,6.053641,8
-48.158497,-76.748856,-13.547333,-19.940102,15.926282,7
-60.784,41.148117,-16.919846,7.964561,-18.629816,1
-36.684967,80.85717,-1.7764568,16.088747,-20.965612,2
73.608475,-42.72845,22.166395,-4.849612,-21.564661,6
-76.41284,7.05258,-27.551641,11.160415,-0.7117086,1
54.834244,40.565872,17.887238,15.29906,-5.7443695,0
35.01349,73.77217,15.024984,20.746634,10.147897,3
82.58051,38.977467,32.43918,12.844321,-3.3739667,0
-76.46764,-8.669839,-29.666534,5.6176777,6.922675,1
-67.268036,34.289772,-15.034054,-1.2752322,-8.257283,1
-23.05934,16.323294,-14.472444,6.8011804,12.543847,8
