tsne,tsne,tsne,y
26.696814,23.721977,-6.3175874,0
18.576666,-29.485891,-3.2804863,4
-1.0871869,2.7881389,-8.520766,5
13.942532,0.32616952,-18.646309,6
-27.37557,15.1270895,-12.844555,1
31.577253,0.7180354,4.6856318,0
17.160524,8.446539,-4.962585,0
-15.658809,17.600956,1.3632691,1
-21.645966,-17.888897,-10.71918,7
-23.348442,20.166136,0.96042436,1
14.88988,-3.0001826,-19.256767,6
1.2004197,14.51262,21.444592,3
19.123047,19.538315,-1.4117168,0
-12.768793,22.729902,-2.8369625,2
-17.320505,0.32958534,-9.847027,1
-17.156569,5.224947,-10.5219,1
-21.968573,-16.570234,-12.330234,7
13.337235,6.4917254,17.422354,9
17.740177,20.752798,-4.023361,0
7.7806845,26.897175,-11.543612,2
20.038767,-0.34813967,-19.591116,6
-26.8425,-10.356186,9.21295,7
-6.7742405,5.473767,12.66251,8
7.1518064,10.667967,25.863373,3
-8.502315,-26.507698,-9.392725,9
26.309143,6.448725,6.458244,0
4.9463553,-26.026962,-16.820038,4
19.248486,-2.3837903,-20.765429,6
-26.47013,-23.085752,-5.6329064,7
14.735795,-22.808783,2.563636,4
14.796858,1.4142753,-17.092815,6
-13.5340805,-0.15890065,7.449482,8
17.627766,15.78693,-3.6967397,0
-21.211512,-12.297458,2.1037698,7
-9.747102,2.0227911,6.716658,8
1.4862943,15.839443,21.083904,3
-21.799469,-3.4225676,-10.5895405,1
3.692916,-7.253249,4.93803,5
-22.735308,-24.628496,-0.65182364,7
-25.35097,19.99277,3.6796486,1
-23.322672,-18.963928,1.1820729,7
-23.198896,18.921423,13.076318,1
-18.9241,8.312489,-12.250976,1
17.167778,0.3729016,-11.628856,6
6.767785,23.699448,11.475998,3
30.583595,-0.7940662,0.9137418,0
-12.009396,16.154675,-16.859215,2
3.1247072,-18.707922,17.945986,9
-0.33771235,31.127596,16.192205,3
-28.711199,8.817479,1.1063032,1
-15.227991,8.672023,-15.942534,1
30.56809,5.9505644,-3.8295677,0
2.0697687,-24.230894,-13.574572,4
-6.0821443,-26.813728,8.259017,9
-12.770384,31.463879,-2.0301492,2
23.494915,14.348207,3.8568997,0
27.198647,15.179633,-7.4735227,0
-34.148342,-10.361241,0.71877533,2
29.037992,5.7875223,-1.3975478,0
-8.2950115,26.5163,-8.415521,2
-27.7341,-20.917889,-8.079138,7
-27.163618,19.65805,-5.149065,1
-8.148168,5.3729086,10.244044,8
6.152146,-5.1063437,-14.144683,6
2.8619053,-22.759682,-20.165703,4
-22.042341,10.5391865,1.9448619,1
11.953434,1.4816394,-21.976398,6
0.010528896,21.02207,20.366148,3
2.2698476,-20.712921,-18.200974,4
6.453224,10.618947,8.531723,5
-7.180327,-14.77291,-5.03346,9
-19.405857,18.615679,17.207174,1
1.6624212,24.549393,8.609648,3
2.6399386,12.598254,26.7837,3
-12.405421,8.4676485,6.9537444,8
13.663732,5.999234,9.157233,5
5.980677,-18.157475,-14.390554,4
-27.28633,-6.3169208,-1.9911495,7
-21.880365,-16.289558,-12.804274,7
1.3817097,-21.159174,-4.8303566,4
-10.817014,16.853966,-12.92364,2
-5.882212,0.7373352,24.61089,8
1.0943016,1.1459668,-7.413269,5
-8.978077,11.546475,6.6215534,8
13.22038,-6.7483234,-19.32868,6
-14.453757,-7.6542277,-4.464259,7
3.7215407,21.927374,27.61504,3
10.803527,-11.60239,-3.2544916,4
19.39603,-5.049278,-25.146633,6
-22.71637,15.438809,-4.658806,1
-7.499745,-16.46465,-10.403472,9
-13.274487,-21.144226,9.978054,9
14.094127,-1.6354152,-24.672625,6
34.57726,8.469968,-3.7921238,0
1.5759003,26.07684,9.295299,3
-19.491213,-22.159986,20.218529,7
-2.685495,13.23938,-7.7210836,2
-13.190995,-2.8686574,23.153162,8
-11.287747,30.192173,0.5970771,2
-6.687093,-18.387629,9.834445,9
-0.321707,-16.52181,-16.596535,4
14.189151,-28.576065,6.1920757,4
15.597018,-1.2388879,-20.33181,6
7.7164907,-18.671976,-13.183641,4
-10.453681,-24.985815,-4.1772184,9
-30.354145,-5.805023,-1.4898093,7
17.24377,15.832181,-4.1083026,0
-3.192548,-18.079473,11.408457,9
-2.6450162,13.31036,-7.727417,2
-19.360888,-22.178476,9.933288,9
0.52360827,6.4438863,-7.6522675,5
-27.808083,3.9546175,0.46546856,1
3.1365645,2.7494588,-7.031399,5
-3.3953254,-14.756334,7.500251,9
-18.391483,-0.53659654,-4.628958,1
9.939336,25.13341,-20.260735,2
-0.9898604,29.848324,12.513915,3
-10.093211,17.165401,-1.3442441,2
-2.2863798,28.76935,12.208895,3
14.273808,7.101023,15.138577,5
-12.931257,-25.52309,-1.0166527,9
-22.343884,18.792976,8.808181,1
-26.67537,-23.103825,-5.4794297,7
16.74507,-10.509682,-10.579932,6
-15.054635,28.978575,-7.340109,2
-6.895339,-5.633605,18.945566,8
-11.998856,18.978249,-13.454484,2
-13.039302,26.607895,-13.745923,2
0.87186253,1.1020848,-7.5329266,5
21.03133,15.026121,0.8698155,0
-26.341976,-23.162481,-5.761244,7
13.731957,-25.036268,0.17671102,4
-11.02472,-18.629618,-10.60598,9
-20.395658,-19.654207,17.18424,7
-7.1494117,6.5194607,3.9692564,8
7.4907064,14.815547,19.781605,3
-3.5537064,13.66211,-17.394491,2
-21.96892,16.163172,9.197895,1
-14.795287,-4.5854793,-12.745022,1
-7.325829,5.086817,8.457799,8
-2.2279513,28.74058,12.238544,3
15.002337,-9.028497,-17.308136,6
-14.467575,6.6960464,-17.665808,1
35.22439,5.15488,5.2675676,0
4.5095487,31.13047,6.7624936,3
-22.651524,8.466616,-3.3682997,1
29.210207,2.3600495,2.7831502,0
23.366922,9.8624115,9.521374,0
-22.837923,10.531855,-4.254847,1
-23.13876,8.696704,13.915774,7
1.2094909,22.287048,-18.599224,2
-24.938356,-17.880295,14.693826,7
6.281164,22.44694,9.84699,3
15.890154,6.7761464,-0.96907884,0
12.324356,-20.779984,-5.6879706,4
17.372967,-7.5229373,-9.263528,6
9.148989,5.2570662,1.8340514,5
-8.218486,25.587965,4.3192406,2
24.394655,-4.481979,-17.708698,6
19.659761,-30.556372,3.9901526,4
-21.64703,-21.44576,-2.699281,7
-19.01419,-11.295971,-8.335666,1
-4.5960474,9.074975,5.094659,8
-4.135455,-16.377584,14.514671,9
-7.7700686,-16.634285,-2.3107386,9
4.8314657,9.210254,26.027323,3
29.112436,2.7213724,5.9541783,0
-25.137278,-14.656243,-5.8465,7
-20.69346,14.340238,-4.649552,1
12.034371,12.296969,-2.41392,0
3.3085759,21.81324,-19.468552,2
14.255213,16.808783,0.083450794,0
5.120658,23.426767,9.599968,3
3.5996234,-2.0577176,0.8266248,5
9.438967,-22.89396,-4.142044,4
22.553461,-0.71756315,-14.102698,6
10.250712,2.0961225,-5.118818,5
-15.06906,6.973019,16.947432,8
27.45163,-9.938419,-13.285931,6
10.490385,25.711075,13.244567,3
-23.429976,-21.15344,1.41365,7
11.289633,-2.1023886,17.240814,5
-5.2599416,6.220445,6.039278,8
30.981216,0.9127915,8.454897,0
-8.882296,-15.816485,-2.1629236,9
-21.024685,16.41103,12.50335,1
32.39166,1.417084,1.56803,0
9.703252,7.849471,29.004309,3
-21.67698,8.383959,-4.1605697,1
-10.280389,20.745543,-10.2322,2
7.1215553,19.844576,-21.099665,2
13.250394,14.484312,14.513566,3
2.2229211,24.3817,8.777452,3
4.2007537,0.2753611,-28.594044,6
8.510359,-21.573519,-14.958109,4
-25.49286,-9.524842,-0.023499463,7
5.9189796,7.8060555,-2.781427,5
35.47505,3.04843,-6.562002,0
20.889103,-4.16302,-24.709303,6
13.583623,0.90441835,-32.557842,2
-24.55978,-21.183908,0.7610941,7
6.5190835,-22.817804,17.314747,9
-4.8045726,3.283026,5.0157337,8
7.3929687,3.4093692,16.356567,5
-9.760988,-16.11841,1.4003496,9
-9.063396,13.030834,-13.291802,2
-19.918726,13.269534,-10.686331,1
-24.796026,19.58443,-5.7823544,1
10.416781,-18.306139,-8.395758,4
5.950161,-31.261333,-2.9285514,4
10.276119,2.1710846,-5.1595674,5
6.565705,1.6736368,-24.706657,6
8.759848,-21.483929,-15.032299,4
-27.938332,5.302062,-3.9077854,1
5.4377213,22.582378,-18.954697,2
8.927836,10.868074,7.4455194,5
-1.2678277,27.77455,15.603272,3
-5.9102874,-21.503849,-1.4546723,9
5.40711,23.900623,11.598172,3
7.6508055,-16.20247,18.637852,9
27.8224,6.0101123,0.92595667,0
15.80515,0.8626355,18.627337,5
-8.757325,-15.752403,-1.4012332,9
19.764673,3.712864,-16.369865,6
3.6605065,7.7601686,-6.0659595,5
-24.576132,-10.815282,8.535965,7
10.691743,-18.25074,-8.537765,4
-25.506893,8.336755,-8.656425,1
4.0564475,20.43738,7.780886,3
15.150854,-17.468401,-6.807515,4
25.360828,10.747334,-0.3950845,0
17.965372,-33.26013,6.7622766,4
-7.562201,9.936609,4.221052,8
22.767174,10.696766,2.7532504,0
8.347777,-21.718807,-15.031114,4
5.108152,15.512723,26.425375,3
25.113487,-6.9944496,-18.365843,6
-15.290368,3.8842738,14.3470545,8
-20.970964,-20.079033,-4.870535,7
15.350601,-2.4219952,-26.187592,6
24.720692,13.834111,-4.0453176,0
-16.63237,-13.180339,13.687618,9
-23.491861,-16.357775,-7.838145,7
19.413065,1.1953092,21.657663,5
-23.047544,-15.205095,-3.6205583,7
5.3949976,21.4009,-15.108025,2
-20.322468,12.099984,-15.212499,1
-29.104296,7.9549255,1.6706579,1
22.44882,-4.6024523,-23.682924,6
-11.500736,0.07859431,21.153576,8
-9.723739,-16.988642,-0.93832827,9
17.016855,-24.844988,-0.2258904,4
-19.10099,4.5744867,-13.698283,1
15.374113,1.0955235,18.714436,5
7.3415384,19.14054,-19.009815,2
-7.4619546,17.672836,-14.668471,2
-9.286786,-21.785622,-10.6564245,9
19.44955,12.311901,-0.57687116,0
4.671005,23.22296,9.214476,3
-1.0161012,-24.811378,17.89399,9
26.001842,-9.645007,-15.165834,6
-27.362715,-4.674662,12.661892,7
5.6618047,18.50432,-18.12362,2
22.47751,16.21769,2.6070287,0
4.5175114,23.288486,6.9508734,3
11.611269,-3.0325124,4.939294,5
8.356153,-23.900032,-10.745448,4
13.471347,15.619076,11.666696,3
17.106266,-8.717384,-23.565044,6
7.889646,0.87681615,13.067774,5
-5.198344,-0.2307148,16.804073,8
3.549518,-28.316963,15.240759,9
5.677455,7.836554,-3.3467376,5
4.927785,-18.986298,-2.5942154,4
-23.477432,-20.688013,-4.6963224,7
11.477496,-25.196262,-6.397636,4
5.4640784,18.92977,-19.13924,2
-13.149986,-15.923412,13.480923,7
5.507233,25.833776,11.154178,3
3.7913394,-16.396706,-2.721427,4
-7.7499547,9.273539,4.0697074,8
-0.031398084,-22.219599,12.878226,9
-18.395191,4.3310895,-13.175131,1
-0.47724372,12.716339,6.5088887,9
7.3163114,20.05472,-18.941406,2
-8.629105,2.7403324,16.262445,8
-31.144415,-14.795694,-1.0664977,7
-0.76478106,-24.104294,9.252113,9
-17.281054,3.3311489,-13.68473,1
4.9822903,0.5086789,21.744997,8
-29.938717,-9.269544,-4.938443,7
-1.6666328,-12.07148,4.482646,4
-15.506585,7.4625244,-17.838263,1
-2.18199,17.78923,23.747658,3
-17.341385,5.272215,-11.8099575,1
-22.548706,20.082247,9.980225,1
29.403631,15.110479,4.846367,0
-12.512946,21.48432,-6.0957627,2
-0.8943425,27.633677,15.036007,3
-4.895054,-23.437418,6.328838,9
3.978731,-16.588673,-11.504951,4
-2.208951,-23.73243,1.2344366,9
3.3245606,18.283987,-15.729689,2
-22.727198,20.064037,-0.5285014,1
22.836124,-4.6264067,-23.420006,6
-11.718433,11.731812,11.326999,8
7.5889797,-25.37715,-7.197988,4
-21.86057,-3.699574,2.495311,7
-21.257103,-24.219694,3.122699,7
5.6974716,-22.87943,-0.5965643,4
7.2709756,-23.509388,-10.87586,4
2.1034899,-20.12573,14.252022,9
5.5954795,18.683477,-19.385536,2
4.70034,-0.95949125,8.6905575,5
-22.865044,-21.499075,-5.2278867,7
-2.0856867,25.860748,-12.107169,2
3.1655118,-17.712055,-14.024335,4
16.739286,-29.478132,1.9439723,4
5.196069,15.031429,-13.687922,2
-21.529177,16.739424,4.0820384,1
-11.407228,-24.797459,-5.8405066,9
-24.857164,-3.0135672,15.171505,7
3.4471786,18.739588,-19.36991,2
-0.36431187,-3.1015487,29.300188,8
-24.908564,-16.121061,-4.1302223,7
8.48116,-8.698686,-24.280714,6
-6.3085723,-19.18223,-5.7145104,9
-8.014335,25.937008,-3.5565493,2
9.015113,15.134622,-22.597235,2
2.4279873,18.065895,29.380781,3
-9.353555,3.1203566,1.7051601,8
-25.53427,18.234539,8.526908,1
21.069729,-4.29125,-24.764566,6
5.134831,7.358915,14.84919,5
-16.409407,7.416979,-18.408884,1
-29.365385,12.10232,8.131806,1
26.381285,12.1671295,-5.951456,0
-4.8130302,25.45284,-9.674167,2
13.913042,-7.73418,-25.92095,6
8.422054,-28.562777,-7.227994,4
6.282794,7.12742,-1.1711886,5
4.0223365,19.873096,26.691904,8
5.3580136,25.72299,11.250937,3
-24.750359,17.461863,10.612378,1
6.592657,7.076892,-1.2169529,5
-32.563637,6.251676,-1.9556644,1
-9.53215,-22.007158,-10.581713,9
-9.968782,24.206451,-12.201158,2
-23.555387,-16.314531,-7.8765388,7
-1.596358,-16.13021,-6.0621376,4
7.6171174,-21.3788,-14.586321,4
15.97629,-14.682849,-2.9324074,4
-10.379772,3.0549276,-1.484098,8
-20.163774,5.878539,-8.1188965,1
2.7501047,5.361382,-9.765297,5
-1.8118232,6.222513,-8.035943,8
-12.31888,-20.230549,-4.137233,9
4.43929,0.2781525,5.529054,5
18.879293,-4.4576025,-24.12956,6
-22.201462,-8.862532,2.2713604,7
-11.975012,-18.421461,-9.176608,9
2.7059934,-15.353666,16.29506,9
5.185982,29.642885,6.7249374,3
-24.591724,-24.709795,10.263352,7
24.896366,9.728617,-7.038425,0
-2.7718484,-16.849953,14.786739,9
28.178776,5.92123,0.8072546,0
7.274527,-2.3097975,-16.909018,6
20.308357,-6.3421903,-21.014635,6
4.4862037,25.384092,-13.660006,2
4.464093,22.178404,9.973885,3
1.0109056,-25.786953,18.724789,9
32.33077,4.816232,-1.609681,0
-17.702173,-21.257492,9.911269,7
4.313618,8.126753,-6.015077,5
9.620636,-23.983997,1.8790838,4
-7.7995424,7.352251,0.9591122,8
27.072638,0.8136663,2.5717564,0
-9.296604,-14.970915,-3.2643461,9
11.170916,-23.294775,-6.1003222,4
-17.309813,7.3318143,-17.880575,1
-17.380474,21.125988,15.179425,2
-6.2321477,4.431571,5.848842,8
-15.250357,-20.421942,16.531466,7
-16.219496,7.5394344,-18.276567,1
2.2149808,21.872625,-20.629053,2
18.896181,-4.1717873,-24.210432,6
-26.556059,11.953639,-1.5059036,1
16.98004,14.519904,-4.296649,0
16.237612,20.538542,12.209495,3
33.067314,11.184133,-4.724452,0
-29.377836,5.176984,6.0806293,1
-13.959174,-0.0050310204,-8.850484,1
-14.576674,5.566515,11.193573,8
8.930214,19.529757,-14.69181,2
28.017832,8.015614,8.073677,0
-8.22886,19.536436,22.276068,3
-1.1331208,-26.266737,13.38112,9
7.4070826,-27.0192,-13.189163,4
28.261917,3.266983,-5.3986897,0
2.179774,1.6886654,-8.889826,5
27.683014,-0.31745172,3.316262,0
20.411951,0.107133575,-24.957167,6
-25.441748,2.7836242,-10.562249,1
-32.28868,-16.993053,-6.8736477,7
-18.369263,-25.299454,19.867838,7
-9.632354,-4.949108,1.3769706,8
-27.099096,18.087893,7.311516,1
-12.383876,-18.950964,-11.725914,9
-21.927385,20.2723,-7.370836,2
32.717415,14.096614,-9.064974,0
12.192079,-1.940548,1.8783021,5
-14.295238,-4.789477,-19.278833,1
-6.163459,16.34519,-19.099724,2
7.491594,27.838575,-20.609966,2
-24.68865,-2.3995297,11.887417,7
0.09360998,23.79787,21.89673,3
10.50371,-6.6544957,3.28919,5
5.3026104,-25.532793,-19.562408,4
-2.0194604,-22.474737,-0.9595398,9
-30.990532,-14.587165,-11.689357,7
-30.155605,11.240311,6.1529174,1
-7.676807,-1.5926465,-0.0739833,8
8.321923,10.397582,28.383574,3
-12.409542,-19.452496,-16.6636,9
21.715082,-11.793928,-6.060408,6
35.040565,10.993643,-8.018769,0
12.129309,17.464436,16.141891,3
-9.614991,-0.76013803,-21.922758,1
-17.342827,-0.9332128,-8.746873,1
3.3739998,12.329697,-21.373203,2
21.902643,-7.218929,-1.6364201,6
11.451567,25.106213,17.822065,3
11.699842,5.764273,8.493849,5
-28.9114,-13.21424,-13.833439,7
11.206918,-7.704023,-22.330128,6
-7.836224,10.020278,7.4158297,8
-25.196848,-8.179845,5.2883835,3
-12.280316,-19.371954,-17.17992,9
4.314001,-6.867985,8.810354,5
-10.039708,7.0097914,0.92825836,8
11.207458,0.60612935,15.921184,5
-27.802933,-20.87936,-4.197829,7
30.491714,-5.700201,-5.517945,6
-13.6777525,-5.241816,-18.894457,1
-13.033628,-3.484312,-15.189667,1
-4.571794,25.271904,11.247901,3
-26.221354,6.2428555,-12.636911,1
-26.36021,-13.651698,-13.440864,7
14.451813,-7.2957945,2.5528986,5
2.6054916,1.7713487,-7.314554,5
7.682449,10.072431,10.998673,5
6.2153816,14.5301075,-23.269518,2
11.757032,-8.372042,13.556383,5
-11.347415,9.332051,10.954694,8
-16.95,-8.637028,-2.6815944,7
30.875216,12.871936,-9.981767,0
-5.889921,-20.980665,10.271496,9
-23.984259,-24.153193,-5.3147182,7
-28.671587,-15.284409,6.6140723,7
1.2431827,4.078326,-8.106083,5
27.588568,3.5919864,4.788194,0
-11.667162,-22.59719,-11.915822,9
25.769775,2.6270125,0.9119934,0
27.478226,13.210225,-15.480352,0
-2.7704356,-9.077651,28.369837,8
-11.59055,-19.894875,-15.787045,9
-5.3381414,15.777325,-8.707622,2
2.6772375,-23.002771,-21.769514,4
-7.7371593,-0.89727306,24.908749,8
-7.18437,-1.1972479,-20.893333,1
20.724436,-10.085816,-6.6349525,6
-9.877555,-0.29825234,-19.40736,1
20.3953,-10.816665,-20.257607,6
4.387991,5.476369,-6.061689,5
-25.055681,5.332471,-13.907179,1
-2.4157321,-4.5673637,9.373333,8
-7.172809,16.317272,19.83296,3
4.1787357,-24.36641,-13.586088,4
16.815449,12.362831,-5.3878555,0
3.9517128,2.4076731,-2.1435387,5
10.802468,18.74373,9.709674,5
-12.556973,8.654511,10.129081,8
7.375248,13.9181595,6.200549,3
12.918591,-4.843095,-20.600801,6
11.336555,25.901747,-13.425709,2
0.7198153,27.465082,12.28524,3
-1.6938133,-21.44986,10.963596,9
8.48333,26.229292,-18.807148,2
-12.914863,15.148129,3.3233497,1
-14.324765,-0.826097,-12.840083,1
12.475932,-1.7786053,17.778131,5
8.904197,19.407719,-14.805739,2
-20.804901,5.931264,3.1623578,1
0.85067034,27.490593,12.176918,3
-12.124003,15.194282,-12.193901,2
-5.9992027,8.677445,1.6276379,8
-25.285885,-6.223924,-6.8713126,7
2.593206,25.209509,6.0564046,3
-26.977312,-14.891729,15.74224,7
9.538127,16.478827,-19.080482,2
11.51724,-26.77263,-4.7168355,4
19.947628,1.9352407,-22.808945,6
-3.2167096,-20.723396,6.7128596,9
-29.671484,-13.793714,-9.115879,7
3.724842,24.869131,-8.127255,2
4.875901,-20.132957,-19.101288,4
-2.6247735,13.480882,-11.0095,2
-7.9553313,2.8927891,6.031108,8
-26.545341,10.125952,2.154927,1
-16.856867,-4.0425553,-12.6144495,1
-5.202512,16.841537,16.662287,3
-10.921704,4.8558664,0.6097724,8
3.954157,-21.528997,4.6464934,4
29.81593,15.085072,-10.128326,0
3.4264822,-5.4234667,-17.222256,6
0.8049197,-2.059648,-4.010514,5
-2.7719693,-19.951525,8.702758,9
1.7213192,25.576967,6.397263,3
15.927618,6.704435,-0.6234103,0
-12.346843,-18.561474,-16.182356,9
3.7908492,28.575731,-12.508512,2
3.6006064,-26.588806,-17.541334,4
-29.148731,-9.198392,-9.28514,7
-12.246608,-2.5062513,-16.814163,1
-8.925569,18.979855,1.197463,2
-9.237542,-22.43982,-13.412644,9
0.76719886,-15.665758,-0.43016407,4
9.523008,14.312962,-15.938225,2
23.667768,-13.617194,-8.664393,6
-14.541275,-0.18477188,-20.108496,1
2.2543833,2.115061,19.724613,8
-11.803599,-19.123144,-15.412899,9
23.98442,0.59299207,1.0419437,0
13.131282,1.8824897,-23.554878,6
21.033064,-5.2805896,-24.949795,6
-27.357819,-14.953588,-10.269228,7
-4.516082,-14.071651,-0.23220961,9
-11.0708275,-21.73188,-15.633784,9
-0.007854338,4.7442856,24.581606,8
22.392363,18.15857,-11.896042,0
-27.80475,0.4919002,-5.756074,1
1.4218291,-21.741465,-22.200624,4
15.686125,-29.23071,9.936392,4
19.060783,5.559568,-23.029009,6
-16.461864,-18.504473,17.320333,7
-15.409253,-3.5679352,-13.241793,1
8.288053,-15.671382,18.664057,5
-24.627369,-9.962644,-11.8983345,7
19.895212,8.764819,2.6024702,0
-0.1535841,23.579004,14.557093,3
2.466132,6.9194446,-8.47862,5
-12.972895,-3.2485583,6.051819,8
19.590557,-22.333696,2.074418,4
-28.232145,-15.009792,-9.004037,7
-26.867014,19.89532,7.898332,1
3.4029822,12.178826,-21.146925,2
19.684492,-4.5366535,16.787836,5
-9.881461,-21.355667,-10.407974,9
18.62405,-5.600007,19.483723,5
13.961855,0.9016622,-25.150352,6
-31.034006,-10.840806,3.6554768,7
8.124896,-4.7014875,3.5151145,5
-9.721154,-32.34844,-4.8987427,9
-6.624805,-4.4787636,-6.8314104,8
-2.9613428,1.3825526,23.628908,8
-3.5001788,26.507845,13.706346,3
6.4042053,-7.492717,-21.432552,6
-11.123667,-21.82205,-15.887476,9
-24.297623,-23.293617,10.322596,7
24.160961,15.883778,-11.796552,0
-23.293316,-6.1415296,0.74369943,7
-1.5619262,12.357428,-20.16742,5
-19.713196,-15.101181,-2.0921652,7
-15.591114,-1.5965141,-18.880007,1
-27.11515,13.588422,8.8501215,1
25.733786,17.207966,-4.4121475,0
-22.882221,-21.666286,16.243025,7
-12.48068,-17.866804,-16.25689,9
6.0679946,17.16643,-13.34204,2
3.7206345,24.742004,15.145782,3
-20.152401,0.62565255,-10.654098,7
-6.556929,24.112524,21.648443,3
-9.509886,23.690037,-2.000143,2
2.047275,-22.768532,-22.004417,4
-26.100985,16.133217,-10.953316,1
12.964901,1.7759169,-25.851236,6
-11.66481,16.385553,-7.9938426,2
-28.55659,-16.034082,-10.308243,7
5.6307335,3.8025875,7.599857,5
6.132414,0.9757048,0.5976616,5
-23.712643,-11.976449,5.3324227,7
0.8263595,-24.926823,-18.622795,4
18.476862,13.018554,-5.990702,0
6.167193,15.267721,-17.56813,2
27.94845,-6.56604,-7.874672,6
-3.7514846,25.82736,11.178336,3
8.725911,-6.068914,-16.82595,6
0.037865996,-20.741066,-21.816015,4
22.01083,18.18437,5.093955,0
3.2322028,-25.144579,-19.85957,4
-9.275229,13.639151,-11.326563,2
14.28816,4.713126,-24.46474,6
14.660189,18.871758,-4.900595,0
28.02109,13.732246,-15.311942,0
19.702545,4.7237325,4.2850757,0
25.99876,17.059439,-6.451425,0
15.368622,8.522692,22.380438,3
-14.685264,-3.5155227,-10.863526,1
8.048214,0.86430633,-20.833069,6
2.3008354,21.929394,-20.613493,2
-22.75068,17.183142,-9.42831,2
7.2644362,20.492031,9.36157,3
-26.555435,8.58577,-5.6907544,1
3.851026,-30.975933,-14.149861,4
-26.865944,8.682082,4.463492,1
11.279816,6.471107,6.424558,5
9.415005,-22.58234,-16.200624,4
23.331938,-1.5257764,-23.760405,6
11.044844,-19.66,9.063901,4
-28.762924,-15.043881,-5.547123,7
1.5077782,23.546804,-12.612926,2
-10.521802,4.573397,4.1707516,8
-20.773424,-18.68308,15.993189,7
-4.2487807,-27.026165,-4.1279216,9
-9.91111,17.375313,-7.894452,2
26.045494,17.057772,-6.1733007,0
10.879329,-2.1970437,16.024267,5
-14.654323,-3.4506094,-10.734439,1
8.2579775,-27.308636,1.1038809,4
-4.722262,17.698444,-20.893215,2
-10.809042,-1.6495807,25.387333,8
4.1898117,23.092766,8.947784,3
-9.495451,24.863132,0.83998543,2
4.1236873,-30.620293,-15.238957,4
-20.20846,6.0395,-14.816805,1
12.114745,8.305697,8.29297,5
8.329728,-21.620005,-16.90873,4
23.34911,-1.4643979,-23.621496,6
20.86839,11.80492,2.163477,0
-22.57155,-22.747776,-5.497919,7
3.368792,-26.545135,24.477064,9
-8.652937,5.6506867,0.29978576,8
11.893803,-25.453657,9.721756,4
-11.777479,-20.335348,-3.7494118,9
-11.341226,-0.036666557,24.627436,8
30.472372,19.388563,-2.1790514,0
-27.063614,15.531049,4.510627,1
-13.966994,-3.44389,-14.48892,1
22.825453,16.379076,-14.086339,0
2.8786619,16.217333,-18.651798,2
-12.96996,26.444494,-14.007931,2
4.1196895,23.090834,8.1942215,3
4.1453767,28.164677,-19.17009,2
6.5083723,-27.217257,-16.246523,4
-3.185828,-15.151724,18.34013,4
17.691765,-2.145613,10.491051,5
-23.154226,8.28047,10.189189,8
18.712458,-0.28182188,-26.980503,6
18.853308,-3.741588,14.006534,5
-26.8382,-18.28251,-9.808845,7
-25.639626,-15.931585,13.534239,7
